run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
89,"([np.int64(13), np.int64(22), np.int64(29), np.int64(78), np.int64(115), np.int64(121), np.int64(125), np.int64(207), np.int64(208), np.int64(217), np.int64(245)], np.float64(0.4035294586820509))","([np.int64(29), np.int64(78), np.int64(115), np.int64(121), np.int64(125), np.int64(217)], np.float64(0.4347991029626313))","([np.int64(29), np.int64(78), np.int64(115), np.int64(121), np.int64(125), np.int64(217)], np.float64(7.116734916875503))","([np.int64(10), np.int64(29), np.int64(78), np.int64(115), np.int64(121), np.int64(125), np.int64(217)], np.float64(15.491782484419375))","([], np.float64(56.806117269369935))"
90,"([np.int64(4), np.int64(8), np.int64(9), np.int64(10), np.int64(11), np.int64(12), np.int64(31), np.int64(32), np.int64(35), np.int64(36), np.int64(37), np.int64(44), np.int64(52), np.int64(58), np.int64(60), np.int64(62), np.int64(63), np.int64(65), np.int64(76), np.int64(84), np.int64(90), np.int64(91), np.int64(93), np.int64(95), np.int64(96), np.int64(101), np.int64(105), np.int64(110), np.int64(116), np.int64(122), np.int64(128), np.int64(129), np.int64(132), np.int64(134), np.int64(135), np.int64(140), np.int64(141), np.int64(142), np.int64(149), np.int64(161), np.int64(162), np.int64(164), np.int64(165), np.int64(167), np.int64(170), np.int64(176), np.int64(183), np.int64(186), np.int64(188), np.int64(190), np.int64(193), np.int64(200), np.int64(202), np.int64(203), np.int64(204), np.int64(212), np.int64(216), np.int64(223), np.int64(224), np.int64(227), np.int64(232), np.int64(233), np.int64(235), np.int64(237), np.int64(244), np.int64(246)], np.float64(1.5325125920770195))","([np.int64(32), np.int64(90), np.int64(91), np.int64(132), np.int64(200), np.int64(204)], np.float64(0.09919585384039722))","([np.int64(90), np.int64(91), np.int64(200)], np.float64(38.80815546588193))","([np.int64(11), np.int64(32), np.int64(90), np.int64(91), np.int64(92), np.int64(115), np.int64(149), np.int64(200)], np.float64(30.33182920190747))","([], np.float64(49.4902408222012))"
91,"([np.int64(53), np.int64(57), np.int64(131), np.int64(151), np.int64(159), np.int64(194), np.int64(217), np.int64(220), np.int64(249)], np.float64(1.2546272548251396))","([np.int64(53), np.int64(57), np.int64(131), np.int64(159), np.int64(194), np.int64(220)], np.float64(0.6442216890766123))","([np.int64(53), np.int64(57), np.int64(131), np.int64(194), np.int64(220)], np.float64(32.77363451309942))","([np.int64(53), np.int64(117), np.int64(131), np.int64(151), np.int64(153), np.int64(159), np.int64(194), np.int64(220), np.int64(245)], np.float64(26.376687791630026))","([], np.float64(52.7335012058195))"
92,"([np.int64(12), np.int64(57), np.int64(62), np.int64(75), np.int64(131), np.int64(136), np.int64(164), np.int64(184), np.int64(241)], np.float64(2.004333653719832))","([np.int64(12), np.int64(62), np.int64(131), np.int64(136), np.int64(164), np.int64(241)], np.float64(0.3671734958370914))","([np.int64(131), np.int64(241)], np.float64(53.244591321634495))","([np.int64(12), np.int64(62), np.int64(131), np.int64(136), np.int64(164), np.int64(241)], np.float64(19.190253054978157))","([np.int64(136)], np.float64(82.4413917085246))"
93,"([np.int64(110), np.int64(119), np.int64(194), np.int64(212), np.int64(227)], np.float64(19.58021005745673))","([np.int64(110), np.int64(119), np.int64(162), np.int64(194), np.int64(212), np.int64(227)], np.float64(1.3782852501078662))","([np.int64(110), np.int64(194), np.int64(212), np.int64(227)], np.float64(34.446679009631005))","([np.int64(110), np.int64(117), np.int64(124), np.int64(142), np.int64(194), np.int64(212), np.int64(227)], np.float64(30.173184655822684))","([np.int64(110), np.int64(142), np.int64(194)], np.float64(56.50442481099941))"
94,"([np.int64(48), np.int64(106), np.int64(177), np.int64(198), np.int64(225), np.int64(229)], np.float64(2.8505270504530538))","([np.int64(48), np.int64(106), np.int64(177), np.int64(198), np.int64(225), np.int64(229)], np.float64(0.7117264384375894))","([np.int64(229)], np.float64(45.5353984431253))","([np.int64(48), np.int64(106), np.int64(177), np.int64(225), np.int64(229)], np.float64(22.50577182165663))","([], np.float64(50.26816531229726))"
95,"([np.int64(43), np.int64(47), np.int64(48), np.int64(57), np.int64(112), np.int64(152), np.int64(189), np.int64(220), np.int64(244)], np.float64(3.232780704535864))","([np.int64(43), np.int64(47), np.int64(48), np.int64(57), np.int64(152), np.int64(244)], np.float64(0.033292934367862036))","([np.int64(152), np.int64(244)], np.float64(48.512077648106946))","([np.int64(48), np.int64(57), np.int64(152), np.int64(201), np.int64(208), np.int64(229), np.int64(244)], np.float64(31.18354091249173))","([np.int64(48), np.int64(169), np.int64(208), np.int64(244)], np.float64(58.08190664389603))"
96,"([np.int64(29), np.int64(30), np.int64(79), np.int64(116), np.int64(124), np.int64(190)], np.float64(2.0910598652319323))","([np.int64(29), np.int64(30), np.int64(79), np.int64(116), np.int64(124), np.int64(190)], np.float64(0.6597395073998578))","([np.int64(30), np.int64(116), np.int64(124), np.int64(190)], np.float64(44.00666543393051))","([np.int64(29), np.int64(30), np.int64(90), np.int64(124), np.int64(190), np.int64(205), np.int64(225)], np.float64(31.247136160003027))","([], np.float64(56.850371357621356))"
97,"([np.int64(30), np.int64(60), np.int64(61), np.int64(122), np.int64(131), np.int64(174)], np.float64(5.927074187816055))","([np.int64(30), np.int64(60), np.int64(61), np.int64(122), np.int64(131), np.int64(174)], np.float64(0.16185459181792944))","([np.int64(30), np.int64(122)], np.float64(48.48934319701542))","([np.int64(30), np.int64(56), np.int64(122), np.int64(131), np.int64(134)], np.float64(35.56968276092701))","([], np.float64(53.37675864558187))"
98,"([np.int64(56), np.int64(83), np.int64(131), np.int64(176), np.int64(234), np.int64(245)], np.float64(1.4014147222390325))","([np.int64(56), np.int64(83), np.int64(131), np.int64(176), np.int64(234), np.int64(245)], np.float64(0.4147926252928678))","([np.int64(56), np.int64(83), np.int64(131), np.int64(176), np.int64(234), np.int64(245)], np.float64(5.199834766748172))","([np.int64(66), np.int64(80), np.int64(83), np.int64(131), np.int64(176), np.int64(177), np.int64(234), np.int64(245)], np.float64(20.79552032935987))","([np.int64(83)], np.float64(85.74330435395902))"
99,"([np.int64(1), np.int64(12), np.int64(15), np.int64(21), np.int64(22), np.int64(30), np.int64(31), np.int64(45), np.int64(53), np.int64(60), np.int64(64), np.int64(65), np.int64(67), np.int64(68), np.int64(71), np.int64(77), np.int64(81), np.int64(83), np.int64(84), np.int64(86), np.int64(87), np.int64(92), np.int64(107), np.int64(120), np.int64(135), np.int64(141), np.int64(145), np.int64(159), np.int64(166), np.int64(172), np.int64(177), np.int64(178), np.int64(185), np.int64(187), np.int64(197), np.int64(199), np.int64(201), np.int64(204), np.int64(206), np.int64(216), np.int64(225), np.int64(227), np.int64(235), np.int64(236), np.int64(237), np.int64(247)], np.float64(2.249748383103298))","([np.int64(31), np.int64(45), np.int64(84), np.int64(87), np.int64(159), np.int64(201)], np.float64(1.4534754904228184))","([np.int64(31), np.int64(87), np.int64(201)], np.float64(43.915471902239446))","([np.int64(31), np.int64(53), np.int64(87), np.int64(201)], np.float64(37.39951090191539))","([np.int64(31), np.int64(66), np.int64(87), np.int64(118), np.int64(235)], np.float64(52.47070998582445))"
